0.000000000000000E+00 0.000000000000000E+00 1.000000000000000E+00
2.072538860103627E-02 0.000000000000000E+00 1.000000000000000E+00
4.145077720207254E-02 0.000000000000000E+00 1.000000000000000E+00
6.217616580310881E-02 0.000000000000000E+00 1.000000000000000E+00
8.290155440414508E-02 0.000000000000000E+00 1.000000000000000E+00
1.036269430051814E-01 0.000000000000000E+00 1.000000000000000E+00
1.243523316062176E-01 0.000000000000000E+00 1.000000000000000E+00
1.450777202072539E-01 0.000000000000000E+00 1.000000000000000E+00
1.658031088082902E-01 0.000000000000000E+00 1.000000000000000E+00
1.865284974093264E-01 0.000000000000000E+00 1.000000000000000E+00
2.072538860103627E-01 0.000000000000000E+00 1.000000000000000E+00
2.279792746113990E-01 0.000000000000000E+00 1.000000000000000E+00
2.487046632124352E-01 0.000000000000000E+00 1.000000000000000E+00
2.694300518134715E-01 0.000000000000000E+00 1.000000000000000E+00
2.901554404145078E-01 0.000000000000000E+00 1.000000000000000E+00
3.108808290155440E-01 0.000000000000000E+00 1.000000000000000E+00
3.316062176165803E-01 0.000000000000000E+00 1.000000000000000E+00
3.523316062176166E-01 0.000000000000000E+00 1.000000000000000E+00
3.730569948186528E-01 0.000000000000000E+00 1.000000000000000E+00
3.937823834196891E-01 0.000000000000000E+00 1.000000000000000E+00
4.145077720207254E-01 0.000000000000000E+00 1.000000000000000E+00
4.352331606217616E-01 0.000000000000000E+00 1.000000000000000E+00
4.559585492227979E-01 0.000000000000000E+00 1.000000000000000E+00
4.766839378238342E-01 0.000000000000000E+00 1.000000000000000E+00
4.974093264248705E-01 0.000000000000000E+00 1.000000000000000E+00
5.181347150259068E-01 0.000000000000000E+00 1.000000000000000E+00
5.388601036269430E-01 0.000000000000000E+00 1.000000000000000E+00
5.595854922279793E-01 0.000000000000000E+00 1.000000000000000E+00
5.803108808290156E-01 0.000000000000000E+00 1.000000000000000E+00
6.010362694300518E-01 0.000000000000000E+00 1.000000000000000E+00
6.217616580310881E-01 0.000000000000000E+00 1.000000000000000E+00
6.424870466321244E-01 0.000000000000000E+00 1.000000000000000E+00
6.632124352331606E-01 0.000000000000000E+00 1.000000000000000E+00
6.839378238341969E-01 0.000000000000000E+00 1.000000000000000E+00
7.046632124352332E-01 0.000000000000000E+00 1.000000000000000E+00
7.253886010362695E-01 0.000000000000000E+00 1.000000000000000E+00
7.461139896373057E-01 0.000000000000000E+00 1.000000000000000E+00
7.668393782383420E-01 0.000000000000000E+00 1.000000000000000E+00
7.875647668393783E-01 0.000000000000000E+00 1.000000000000000E+00
8.082901554404145E-01 0.000000000000000E+00 1.000000000000000E+00
8.290155440414508E-01 0.000000000000000E+00 1.000000000000000E+00
8.497409326424871E-01 0.000000000000000E+00 1.000000000000000E+00
8.704663212435233E-01 0.000000000000000E+00 1.000000000000000E+00
8.911917098445596E-01 0.000000000000000E+00 1.000000000000000E+00
9.119170984455959E-01 0.000000000000000E+00 1.000000000000000E+00
9.326424870466321E-01 0.000000000000000E+00 1.000000000000000E+00
9.533678756476685E-01 0.000000000000000E+00 1.000000000000000E+00
9.740932642487047E-01 0.000000000000000E+00 1.000000000000000E+00
9.948186528497409E-01 0.000000000000000E+00 1.000000000000000E+00

0.000000000000000E+00 2.072538860103627E-02 5.000000000000000E-01
